ChEMBL_ID,canonical_smiles,activity_flag
CHEMBL366970,C[C@@H]1C[C@@]2(NC(=O)CS2)C2(O)O[C@@H]3C[C@@]4(COS(C)(=O)=O)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54CO)C[C@H]3O[C@@H]2O1,active
CHEMBL434923,C[C@@H]1C[C@@]2(NC(=O)CS2)C2(O[Si](C)(C)C)O[C@@H]3C[C@@]4(CO[Si](C)(C)C)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54CO[Si](C)(C)C)C[C@H]3O[C@@H]2O1,active
CHEMBL368047,C[C@@H]1C[C@@]2(NC(=O)CS2)[C@]2(O)O[C@@H]3C[C@@]4(C=O)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54CO)C[C@H]3O[C@@H]2O1,active
CHEMBL175452,C[C@@H]1C[C@@]2(NCCS2)C2(O)O[C@@H]3C[C@@]4(CO)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54CO)C[C@H]3O[C@@H]2O1,active
CHEMBL360322,C[C@@H]1C[C@@]2(NCCS2)[C@]2(O)O[C@@H]3C[C@@]4(C=O)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54O)C[C@H]3O[C@@H]2O1,active
CHEMBL177836,C[C@@H]1C[C@@]2(N[C@@H](CC(=O)c3ccccc3)CS2)C2(O)O[C@@H]3C[C@@]4(C=O)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54CO)C[C@H]3O[C@@H]2O1,active
CHEMBL175947,C[C@@H]1C[C@@]2(N[C@@H](CC(=O)c3ccccc3)CS2)C2(O)O[C@@H]3C[C@@]4(CO)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54CO)C[C@H]3O[C@@H]2O1,active
CHEMBL433564,C[C@@H]1C[C@@]2(N[C@H](CC(=O)c3ccccc3)CS2)C2(O)O[C@@H]3C[C@@]4(C=O)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54CO)C[C@H]3O[C@@H]2O1,active
CHEMBL175946,C[C@@H]1C[C@@]2(N[C@H](CC(=O)c3ccccc3)CS2)C2(O)O[C@@H]3C[C@@]4(CO)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54CO)C[C@H]3O[C@@H]2O1,active
CHEMBL176316,C[C@@H]1C[C@@]2(N[C@H](CC(O)c3ccccc3)CS2)C2(O)O[C@@H]3C[C@@]4(CO)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54CO)C[C@H]3O[C@@H]2O1,active
CHEMBL3088153,Cc1c(-c2csc(/N=C3\S/C(=C\c4ccc(Cl)cc4)C(=O)N3c3ccccc3)n2)c(=O)n(-c2ccccc2)n1C,inactive
CHEMBL3088154,Cc1c(-c2csc(/N=C3\S/C(=C\c4ccc(N(C)C)cc4)C(=O)N3c3ccccc3)n2)c(=O)n(-c2ccccc2)n1C,inactive
CHEMBL3088152,Cc1c(-c2csc(/N=C3\S/C(=C\c4ccccc4)C(=O)N3c3ccccc3)n2)c(=O)n(-c2ccccc2)n1C,inactive
CHEMBL3088157,Cc1c(-c2csc(/N=C3\S/C(=C\c4ccco4)C(=O)N3c3ccccc3)n2)c(=O)n(-c2ccccc2)n1C,inactive
CHEMBL3088151,Cc1c(-c2csc(/N=C3\SCC(=O)N3c3ccccc3)n2)c(=O)n(-c2ccccc2)n1C,inactive
CHEMBL3098838,Cc1cc2c(cc1C)C(Cl)=C(/C=C1\SC(=O)N(CC(=O)c3ccc(Br)cc3)C1=O)CCC2,active
CHEMBL3098837,Cc1cc2c(cc1C)C(Cl)=C(/C=C1\SC(=O)N(CC(=O)c3ccc(Cl)cc3)C1=O)CCC2,active
CHEMBL3098834,Cc1cc2c(cc1C)C(Cl)=C(/C=C1\SC(=O)N(CC(=O)c3ccccc3)C1=O)CCC2,inactive
CHEMBL3098844,Cc1cc2c(cc1C)C(Cl)=C(/C=C1\SC(=O)NC1=O)CCC2,active
CHEMBL2260543,Cc1ccc(-c2nnc(NC(=O)CC3SC(=O)NC3=O)s2)cc1,inactive
CHEMBL3088156,Cc1ccc(/C=C2\S/C(=N\c3nc(-c4c(C)n(C)n(-c5ccccc5)c4=O)cs3)N(c3ccccc3)C2=O)cc1,inactive
CHEMBL2236297,Cc1ccc(/C=C2\SC(=O)N(Cc3ccc(C(=O)O)cc3)C2=O)cc1,inactive
CHEMBL3098835,Cc1ccc(C(=O)CN2C(=O)S/C(=C\C3=C(Cl)c4cc(C)c(C)cc4CCC3)C2=O)cc1,inactive
CHEMBL3098830,Cc1ccc(C(=O)CN2C(=O)S/C(=C\C3=C(Cl)c4ccccc4CCC3)C2=O)cc1,inactive
CHEMBL4288578,Cc1ccc(C(=O)Cn2c(/C=C3\SC(=S)N(CC(=O)O)C3=O)nc3ccccc32)cc1,active
CHEMBL3098839,Cc1ccc(C(=O)CN2C(=O)CSC2=O)cc1,inactive
CHEMBL256558,Cc1ccc(CC(=O)Nc2n[nH]c3ccc(N4CCCS4(=O)=O)cc23)cc1,active
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,active
CHEMBL5178704,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]ccc43)S2)cc1,active
CHEMBL4280021,Cc1ccc(Cn2c(/C=C3\SC(=S)N(CC(=O)O)C3=O)nc3cc(Cl)ccc32)cc1,inactive
CHEMBL4281527,Cc1ccc(Cn2c(/C=C3\SC(=S)N(CC(=O)O)C3=O)nc3cc(F)ccc32)cc1,inactive
CHEMBL4289418,Cc1ccc(Cn2c(/C=C3\SC(=S)N(CC(=O)O)C3=O)nc3ccc(Cl)cc32)cc1,active
CHEMBL4289180,Cc1ccc(Cn2c(/C=C3\SC(=S)N(CC(=O)O)C3=O)nc3ccc(F)cc32)cc1,active
CHEMBL4293343,Cc1ccc(Cn2c(/C=C3\SC(=S)N(CC(=O)O)C3=O)nc3ccccc32)cc1,active
CHEMBL4284355,Cc1ccc(Cn2c(/C=C3\SC(=S)N(CCC(=O)O)C3=O)nc3ccccc32)cc1,active
CHEMBL4293594,Cc1ccc(Cn2c(/C=C3\SC(=S)NC3=O)nc3ccccc32)cc1,active
CHEMBL4202440,Cc1ccc(Cn2c3ccccc3c3cc(/C=C4\SC(=S)N(CC(=O)O)C4=O)ccc32)cc1,inactive
CHEMBL175716,Cc1ccc(S(=O)(=O)OC[C@]23C[C@H]4OC5(O)[C@@H](O[C@H](C)C[C@@]56NC(=O)CS6)O[C@@H]4C[C@@H]2CC[C@@H]2[C@@H]3CC[C@]3(C)[C@@H](C4=CC(=O)OC4)CC[C@]23CO)cc1,active
CHEMBL1910507,Cc1ccc2[nH]c(-c3ccccc3)c(/C=C3\SC(=O)NC3=O)c2c1,inactive
CHEMBL5281936,Cc1ccc2c(c1)C1(C(=O)N2)N2CSCC2C(c2ncc[nH]2)C1(C#N)C(=O)c1c[nH]c2ccccc12,inactive
CHEMBL3794545,Cc1cnc(C(=O)NN2C(=O)CS[C@@H]2c2ccc([N+](=O)[O-])cc2)cn1,inactive
CHEMBL3794212,Cc1cnc(C(=O)NN2C(=O)CS[C@@H]2c2cccc([N+](=O)[O-])c2)cn1,inactive
CHEMBL3792481,Cc1cnc(C(=O)NN2C(=O)CS[C@H]2c2ccc(N(C)C)cc2)cn1,inactive
CHEMBL5191669,Cn1c2c(c3ccccc31)/C(=C1\S/C(=N/Cc3ccccc3)NC1=O)CCNC2=O,inactive
CHEMBL5275849,Cn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3ccc(C#N)cc3)n2)c2cc(Br)ccc21,inactive
CHEMBL5286267,Cn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3ccc(C#N)cc3)n2)c2ccccc21,inactive
CHEMBL5279501,Cn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3ccc(Cl)cc3)n2)c2cc(Br)ccc21,inactive
CHEMBL5281614,Cn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3ccc(Cl)cc3)n2)c2ccccc21,inactive
CHEMBL5290278,Cn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3cccc(Cl)c3)n2)c2cc(Br)ccc21,inactive
CHEMBL5271185,Cn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3cccc(Cl)c3)n2)c2ccccc21,inactive
CHEMBL2236306,Cn1cccc1/C=C1\SC(=O)N(Cc2ccc(C(=O)O)cc2)C1=O,inactive
CHEMBL5287643,N#Cc1ccc(-n2nc(-c3c[nH]c4ccccc34)cc2/N=C2/NC(=O)CS2)cc1,inactive
CHEMBL5276285,N#Cc1ccc(-n2nc(-c3cn(Cc4ccccc4)c4ccccc34)cc2/N=C2/NC(=O)CS2)cc1,inactive
CHEMBL4281661,N#Cc1ccc(Cn2c(/C=C3\SC(=S)N(CC(=O)O)C3=O)nc3ccccc32)cc1,inactive
CHEMBL4214639,N#Cc1ccc(Cn2c3ccccc3c3cc(/C=C4\SC(=S)N(CC(=O)O)C4=O)ccc32)cc1,active
CHEMBL3792977,Nc1nccnc1C(=O)NN1C(=O)CSC1c1ccccc1,inactive
CHEMBL3098833,O=C(CN1C(=O)S/C(=C\C2=C(Cl)c3ccccc3CCC2)C1=O)c1ccc(Br)cc1,active
CHEMBL3098832,O=C(CN1C(=O)S/C(=C\C2=C(Cl)c3ccccc3CCC2)C1=O)c1ccc(Cl)cc1,inactive
CHEMBL3098829,O=C(CN1C(=O)S/C(=C\C2=C(Cl)c3ccccc3CCC2)C1=O)c1ccccc1,active
CHEMBL402759,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,active
CHEMBL254171,O=C(Cc1ccc(-c2ccncc2)cc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,active
CHEMBL402370,O=C(Cc1ccc(Br)cc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,active
CHEMBL402157,O=C(Cc1ccc(Cl)cc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,active
CHEMBL258040,O=C(Cc1ccc(N2CCCCC2)cc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,active
CHEMBL254979,O=C(Cc1ccc2ccccc2c1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,active
CHEMBL254367,O=C(Cc1cccc2ccccc12)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,active
CHEMBL2260540,O=C(CC1SC(=O)NC1=O)Nc1nnc(-c2ccc(Br)cc2)s1,inactive
CHEMBL2260539,O=C(CC1SC(=O)NC1=O)Nc1nnc(-c2ccc(Cl)cc2)s1,inactive
CHEMBL2260541,O=C(CC1SC(=O)NC1=O)Nc1nnc(-c2ccc(F)cc2)s1,inactive
CHEMBL2260537,O=C(CC1SC(=O)NC1=O)Nc1nnc(-c2ccc([N+](=O)[O-])cc2)s1,inactive
CHEMBL2260536,O=C(CC1SC(=O)NC1=O)Nc1nnc(-c2cccc([N+](=O)[O-])c2)s1,inactive
CHEMBL2260548,O=C(CC1SC(=O)NC1=O)Nc1nnc(-c2ccccc2)s1,inactive
CHEMBL2260542,O=C(CC1SC(=O)NC1=O)Nc1nnc(-c2ccccc2Cl)s1,inactive
CHEMBL2260535,O=C(CC1SC(=O)NC1=O)Nc1nnc(-c2ccccc2[N+](=O)[O-])s1,inactive
CHEMBL2260538,O=C(CC1SC(=O)NC1=O)Nc1nnc(C(F)(F)F)s1,inactive
CHEMBL3098842,O=C(CN1C(=O)CSC1=O)c1ccc(Br)cc1,inactive
CHEMBL3098841,O=C(CN1C(=O)CSC1=O)c1ccc(Cl)cc1,inactive
CHEMBL1305855,O=C(CN1C(=O)CSC1=O)c1ccccc1,inactive
CHEMBL3792993,O=C(NN1C(=O)CS[C@@H]1c1ccc(Cl)cc1)c1cnccn1,inactive
CHEMBL3793789,O=C(NN1C(=O)CS[C@@H]1c1ccc([N+](=O)[O-])cc1)c1cnccn1,inactive
CHEMBL4293818,O=C(O)CCN1C(=O)/C(=C/c2nc3ccccc3n2Cc2ccccc2F)SC1=S,inactive
CHEMBL2316322,O=C(O)CN1C(=O)/C(=C/C2=Cc3cc(Br)ccc3OC2)SC1=S,inactive
CHEMBL2062759,O=C(O)CN1C(=O)/C(=C/C2=Cc3ccccc3OC2)SC1=S,inactive
CHEMBL4211412,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)c2ccccc2n3Cc2ccc(Br)cc2)SC1=S,inactive
CHEMBL4216605,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)c2ccccc2n3Cc2ccc(Br)cc2F)SC1=S,active
CHEMBL4202977,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)c2ccccc2n3Cc2ccc(C(F)(F)F)cc2)SC1=S,active
CHEMBL4214462,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)c2ccccc2n3Cc2ccc(Cl)cc2)SC1=S,inactive
CHEMBL4211169,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)c2ccccc2n3Cc2ccc(F)c(F)c2)SC1=S,inactive
CHEMBL4206525,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)c2ccccc2n3Cc2ccc(F)cc2)SC1=S,inactive
CHEMBL4206804,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)c2ccccc2n3Cc2ccc(F)cc2F)SC1=S,inactive
CHEMBL4210895,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)c2ccccc2n3Cc2ccc([N+](=O)[O-])cc2)SC1=S,active
CHEMBL4211681,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)c2ccccc2n3Cc2cccc(F)c2)SC1=S,inactive
CHEMBL4216142,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)c2ccccc2n3Cc2ccccc2)SC1=S,inactive
CHEMBL4218113,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)c2ccccc2n3Cc2ccccc2F)SC1=S,inactive
CHEMBL4294646,O=C(O)CN1C(=O)/C(=C/c2nc3cc(Cl)ccc3n2Cc2ccccc2F)SC1=S,active
CHEMBL4279306,O=C(O)CN1C(=O)/C(=C/c2nc3cc(F)ccc3n2Cc2ccccc2F)SC1=S,inactive
CHEMBL4282439,O=C(O)CN1C(=O)/C(=C/c2nc3ccc(Cl)cc3n2Cc2ccccc2F)SC1=S,inactive
CHEMBL4281697,O=C(O)CN1C(=O)/C(=C/c2nc3ccc(F)cc3n2Cc2ccccc2F)SC1=S,inactive
CHEMBL4280189,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2CC(=O)c2ccc(Cl)cc2)SC1=S,active
CHEMBL4292940,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2CC(=O)c2ccc(F)cc2)SC1=S,inactive
CHEMBL4276731,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2Cc2ccc(Br)cc2)SC1=S,active
CHEMBL4285484,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2Cc2ccc(Br)cc2F)SC1=S,inactive
CHEMBL4278196,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2Cc2ccc(C(F)(F)F)cc2)SC1=S,inactive
CHEMBL4282734,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2Cc2ccc(Cl)cc2)SC1=S,inactive
CHEMBL4284533,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2Cc2ccc(F)c(F)c2)SC1=S,inactive
CHEMBL4285092,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2Cc2ccc(F)cc2)SC1=S,active
CHEMBL4286539,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2Cc2ccc(F)cc2F)SC1=S,inactive
CHEMBL4289545,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2Cc2ccc([N+](=O)[O-])cc2)SC1=S,inactive
CHEMBL4294423,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2Cc2cccc(F)c2)SC1=S,inactive
CHEMBL4292926,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2Cc2ccccc2)SC1=S,active
CHEMBL4286115,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2Cc2ccccc2F)SC1=S,active
CHEMBL2236295,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3ccc(Br)cc3)C2=O)cc1,inactive
CHEMBL2236296,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3ccc(F)cc3)C2=O)cc1,inactive
CHEMBL2236294,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3ccccc3)C2=O)cc1,inactive
CHEMBL2236301,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3ccccn3)C2=O)cc1,inactive
CHEMBL2236302,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3cccnc3)C2=O)cc1,inactive
CHEMBL2236304,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3ccco3)C2=O)cc1,inactive
CHEMBL2236305,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3cccs3)C2=O)cc1,inactive
CHEMBL2236303,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3ccncc3)C2=O)cc1,inactive
CHEMBL3261550,O=C1CSC(c2cccc(Br)c2)N1CCc1ccccc1,inactive
CHEMBL3261537,O=C1CSC(c2cccc(Br)c2)N1c1cc(Cl)ccc1O,active
CHEMBL3259837,O=C1CSC(c2cccc(Br)c2)N1c1ccc(O)cc1,inactive
CHEMBL3261540,O=C1CSC(c2cccc(Br)c2)N1c1cccc(O)c1,inactive
CHEMBL3261544,O=C1CSC(c2cccc(Br)c2)N1c1cccc([N+](=O)[O-])c1,inactive
CHEMBL3261547,O=C1CSC(c2cccc(Br)c2)N1c1ccccc1,inactive
CHEMBL3261539,O=C1CSC(c2cccc(Br)c2)N1c1ccccc1O,inactive
CHEMBL3261549,O=C1CSC(c2cccc(Br)c2)N1c1ncccn1,inactive
CHEMBL3261548,O=C1CSC(c2cccc(Br)c2)N1c1nccs1,inactive
CHEMBL3793867,O=C1NC(=S)S/C1=C1\C(=O)Nc2ccc(Br)cc21,inactive
CHEMBL1213862,O=C1NC(=O)/C(=C2/C(=O)Nc3ccccc32)S1,inactive
CHEMBL1213806,O=C1NC(=S)S/C1=C1\C(=O)Nc2ccccc21,inactive
CHEMBL3098843,O=C1NC(=O)/C(=C/C2=C(Cl)c3ccccc3CCC2)S1,inactive
CHEMBL2316319,O=C1NC(=O)/C(=C/C2=Cc3cc(Br)ccc3OC2)S1,inactive
CHEMBL2316334,O=C1NC(=O)/C(=C/C2=Cc3ccccc3OC2)S1,inactive
CHEMBL4763026,O=C1NC(=O)/C(=C/c2ccc(-c3nc4c5ccccc5c5ccccc5c4[nH]3)cc2)S1,active
CHEMBL5174358,O=C1NC(=O)/C(=C\c2ccc(OCC(=O)N3N=C(c4ccc(F)cc4)CC3c3ccco3)cc2)S1,inactive
CHEMBL1910508,O=C1NC(=O)/C(=C/c2c(-c3ccccc3)[nH]c3ccc(Cl)cc23)S1,active
CHEMBL1910509,O=C1NC(=O)/C(=C/c2c[nH]c3ccccc23)S1,inactive
CHEMBL2316320,O=C1NC(=S)S/C1=C\C1=Cc2cc(Br)ccc2OC1,inactive
CHEMBL2062729,O=C1NC(=S)S/C1=C\C1=Cc2ccccc2OC1,inactive
CHEMBL4286746,O=C1NC(=S)S/C1=C\c1nc2ccccc2n1Cc1ccccc1F,inactive
CHEMBL5195245,O=C1N/C(=N\CCc2ccc(F)cc2)S/C1=C1/CCNC(=O)c2[nH]c3ccccc3c21,inactive
CHEMBL5207059,O=C1N/C(=N\CCc2ccccc2)S/C1=C1/CCNC(=O)c2[nH]ccc21,inactive
CHEMBL5171416,O=C1N/C(=N\Cc2ccc(C(F)(F)F)cc2)S/C1=C1/CCNC(=O)c2[nH]ccc21,inactive
CHEMBL5203461,O=C1N/C(=N\Cc2ccc(Cl)cc2)S/C1=C1/CCNC(=O)c2[nH]c3ccccc3c21,inactive
CHEMBL5205392,O=C1N/C(=N\Cc2ccc(Cl)cc2)S/C1=C1/CCNC(=O)c2[nH]ccc21,inactive
CHEMBL5177994,O=C1N/C(=N\Cc2ccc(F)cc2)S/C1=C1/CCNC(=O)c2[nH]c3ccccc3c21,inactive
CHEMBL5188571,O=C1N/C(=N\Cc2ccc(F)cc2)S/C1=C1/CCNC(=O)c2[nH]ccc21,inactive
CHEMBL5198740,O=C1N/C(=N\Cc2ccc3c(c2)OCO3)S/C1=C1/CCNC(=O)c2[nH]c3ccccc3c21,inactive
CHEMBL5204335,O=C1N/C(=N\Cc2ccc3c(c2)OCO3)S/C1=C1/CCNC(=O)c2[nH]ccc21,inactive
CHEMBL5178393,O=C1N/C(=N\Cc2cccc(Cl)c2)S/C1=C1/CCNC(=O)c2[nH]c3ccccc3c21,inactive
CHEMBL5185164,O=C1N/C(=N\Cc2cccc(Cl)c2)S/C1=C1/CCNC(=O)c2[nH]ccc21,inactive
CHEMBL5203351,O=C1N/C(=N\Cc2ccccc2)S/C1=C1/CCNC(=O)c2[nH]c3ccccc3c21,inactive
CHEMBL5190348,O=C1N/C(=N\Cc2ccccc2)S/C1=C1/CCNC(=O)c2[nH]ccc21,inactive
CHEMBL5208702,O=C1N/C(=N\Cc2ccccc2Cl)S/C1=C1/CCNC(=O)c2[nH]ccc21,inactive
CHEMBL3818378,OC1(C(F)(F)F)CS/C(=N\c2ccc(C(F)(F)F)cc2)N1CCc1ccccn1,inactive
CHEMBL3818585,OC1(C(F)(F)F)CS/C(=N\c2ccc(C(F)(F)F)cc2)N1Cc1ccco1,inactive
CHEMBL3818184,OC1(C(F)(F)F)CS/C(=N\c2ccc(Cl)c(C(F)(F)F)c2)N1CCN1CCOCC1,active
CHEMBL3819049,OC1(C(F)(F)F)CS/C(=N\c2ccc(Cl)c(C(F)(F)F)c2)N1CCc1ccccn1,active
CHEMBL3818847,OC1(C(F)(F)F)CS/C(=N\c2ccc(Cl)c(C(F)(F)F)c2)N1Cc1ccco1,active
CHEMBL3818356,OC1(C(F)(F)F)CS/C(=N\c2ccc(Cl)c(C(F)(F)F)c2)N1Cc1cccs1,active
CHEMBL3819179,OC1(C(F)(F)F)CS/C(=N\c2ccc(F)c(Cl)c2)N1c1ccccc1,inactive
CHEMBL3818236,OC1(C(F)(F)F)CS/C(=N\c2ccc(F)cc2)N1c1ccc(F)cc1,inactive
CHEMBL3819000,OC1(C(F)(F)F)CS/C(=N\c2ccc(F)cc2)N1c1ccccc1,inactive
CHEMBL3819214,OC1(C(F)(F)F)CS/C(=N\c2cccc(C(F)(F)F)c2)N1c1cccc(C(F)(F)F)c1,active
CHEMBL3818276,OC1(C(F)(F)F)CS/C(=N\c2ccccc2)N1C1CC1,inactive
CHEMBL3818562,OC1(C(F)(F)F)CS/C(=N\c2ccccc2)N1C1CCCCC1,inactive
CHEMBL3818785,OC1(C(F)(F)F)CS/C(=N\c2ccccc2)N1CCN1CCOCC1,inactive
CHEMBL3819623,OC1(C(F)(F)F)CS/C(=N\c2ccccc2)N1CCc1c[nH]c2ccccc12,inactive
CHEMBL3819067,OC1(C(F)(F)F)CS/C(=N\c2ccccc2)N1CCc1ccccn1,inactive
CHEMBL3818724,OC1(C(F)(F)F)CS/C(=N\c2ccccc2)N1Cc1ccco1,active
CHEMBL3819418,OC1(C(F)(F)F)CS/C(=N\c2ccccc2)N1Cc1cccs1,inactive
CHEMBL3818517,OC1(C(F)(F)F)CS/C(=N\c2ccccc2)N1c1ccccc1,inactive
CHEMBL5273181,O=C1CS/C(=N\c2cc(-c3c[nH]c4ccccc34)nn2-c2ccc(Cl)cc2)N1,inactive
CHEMBL5289262,O=C1CS/C(=N\c2cc(-c3c[nH]c4ccccc34)nn2-c2cccc(Cl)c2)N1,inactive
CHEMBL5269501,O=C1CS/C(=N\c2cc(-c3c[nH]c4ccccc34)nn2-c2ccccc2)N1,inactive
CHEMBL5275057,O=C1CS/C(=N\c2cc(-c3cn(Cc4ccccc4)c4ccccc34)nn2-c2ccc(Cl)cc2)N1,inactive
CHEMBL5278629,O=C1CS/C(=N\c2cc(-c3cn(Cc4ccccc4)c4ccccc34)nn2-c2cccc(Cl)c2)N1,inactive
