ChEMBL_ID
CHEMBL3907304
CHEMBL208985
CHEMBL2140993
CHEMBL4981161
CHEMBL212260
CHEMBL2362233
CHEMBL592290
CHEMBL5012152
CHEMBL4891416
CHEMBL2358122
CHEMBL4538133
CHEMBL1899492
CHEMBL4469079
CHEMBL3187844
CHEMBL2130838
CHEMBL1887259
CHEMBL2140973
CHEMBL4591064
CHEMBL4288250
CHEMBL4968276
CHEMBL3959586
CHEMBL4564994
CHEMBL4914617
CHEMBL1971795
CHEMBL4942090
CHEMBL403468
CHEMBL403577
CHEMBL3898284
CHEMBL1708702
CHEMBL4948966
CHEMBL4940931
CHEMBL208984
CHEMBL403117
CHEMBL3188991
CHEMBL4978156
CHEMBL1880205
CHEMBL4926413
CHEMBL5023100
CHEMBL3470936
CHEMBL1222997
CHEMBL3560300
CHEMBL5017305
CHEMBL150431
CHEMBL4907616
CHEMBL5003079
CHEMBL3438226
CHEMBL3392603
CHEMBL5004816
CHEMBL3922345
CHEMBL1546718
CHEMBL5490219
CHEMBL3947440
CHEMBL4291412
CHEMBL3559844
CHEMBL4467507
CHEMBL555411
CHEMBL3186733
CHEMBL212147
CHEMBL3452835
CHEMBL2358054
CHEMBL2134947
CHEMBL2130942
CHEMBL3182708
CHEMBL2357203
CHEMBL2131288
CHEMBL4929808
CHEMBL255932
CHEMBL3932076
CHEMBL3185673
CHEMBL2361689
CHEMBL4929727
CHEMBL5416271
CHEMBL5305319
CHEMBL1096396
CHEMBL4924186
CHEMBL99733
CHEMBL4891192
CHEMBL3975725
CHEMBL4280430
CHEMBL2130715
CHEMBL5022073
CHEMBL68222
CHEMBL3184041
CHEMBL5008991
CHEMBL533553
CHEMBL3923124
CHEMBL3952206
CHEMBL3908235
CHEMBL2139536
CHEMBL5025343
CHEMBL4952302
CHEMBL2142755
CHEMBL3468061
CHEMBL5018550
CHEMBL245831
CHEMBL3184885
CHEMBL3987109
CHEMBL4930669
CHEMBL1883603
CHEMBL2135504
CHEMBL109865
CHEMBL4283783
CHEMBL3392353
CHEMBL590689
CHEMBL1536595
CHEMBL383437
CHEMBL2218507
CHEMBL1868182
CHEMBL530624
CHEMBL60738
CHEMBL1867246
CHEMBL3444808
CHEMBL4925688
CHEMBL2448432
CHEMBL1887334
CHEMBL1884695
CHEMBL1904316
CHEMBL3442590
CHEMBL3454664
CHEMBL1084981
CHEMBL2362609
CHEMBL4975785
CHEMBL388038
CHEMBL4973234
CHEMBL524600
CHEMBL395386
CHEMBL3901092
CHEMBL3499293
CHEMBL3468060
CHEMBL62874
CHEMBL3438140
CHEMBL3465082
CHEMBL3921315
CHEMBL62065
CHEMBL395156
CHEMBL3440993
CHEMBL2354421
CHEMBL3491608
CHEMBL3441509
CHEMBL1192680
CHEMBL3671246
CHEMBL4998045
CHEMBL2448327
CHEMBL3186123
CHEMBL305140
CHEMBL2361636
CHEMBL3186845
CHEMBL3440677
CHEMBL2448427
CHEMBL3185682
CHEMBL3442974
CHEMBL3188248
CHEMBL2358187
CHEMBL3557511
CHEMBL4899309
CHEMBL3219434
CHEMBL4994710
CHEMBL4953434
CHEMBL253066
CHEMBL3182199
CHEMBL4975787
CHEMBL4910691
CHEMBL3730196
CHEMBL209304
CHEMBL2218492
CHEMBL373105
CHEMBL5312701
CHEMBL5020958
CHEMBL4909080
CHEMBL4922581
CHEMBL605285
CHEMBL4989432
CHEMBL5017522
CHEMBL5026362
CHEMBL2358797
CHEMBL246870
CHEMBL246247
CHEMBL4549112
CHEMBL3438234
CHEMBL4107265
CHEMBL3970638
CHEMBL3681669
CHEMBL4292482
CHEMBL2297013
CHEMBL4995350
CHEMBL5010651
CHEMBL4934858
CHEMBL4904031
CHEMBL581521
CHEMBL1206105
CHEMBL3935242
CHEMBL1962460
CHEMBL4593915
CHEMBL253478
CHEMBL1195046
CHEMBL1191007
CHEMBL4535647
CHEMBL1192274
CHEMBL2218694
CHEMBL3499364
CHEMBL4914810
CHEMBL3392539
CHEMBL2373573
CHEMBL4466216
CHEMBL253268
CHEMBL246452
CHEMBL4976048
CHEMBL3440488
CHEMBL1938820
CHEMBL4997384
CHEMBL264833
CHEMBL581703
CHEMBL3185161
CHEMBL4941957
CHEMBL2362236
CHEMBL1891122
CHEMBL3438131
CHEMBL3465087
CHEMBL204495
CHEMBL253270
CHEMBL3444680
CHEMBL5026954
CHEMBL302690
CHEMBL3438138
CHEMBL227153
CHEMBL403935
CHEMBL2153819
CHEMBL1878415
CHEMBL3186703
CHEMBL4986754
CHEMBL1922512
CHEMBL2297011
CHEMBL246660
CHEMBL1214335
CHEMBL2218511
CHEMBL3219436
CHEMBL64759
CHEMBL2218498
CHEMBL232557
CHEMBL233152
CHEMBL581440
CHEMBL2358574
CHEMBL2357505
CHEMBL4294812
CHEMBL3215985
CHEMBL4912058
CHEMBL4932604
CHEMBL3441520
CHEMBL1189008
CHEMBL1188760
CHEMBL402759
CHEMBL587441
CHEMBL2373659
CHEMBL3468832
CHEMBL3920247
CHEMBL2132669
CHEMBL1188757
CHEMBL4290569
CHEMBL4285057
CHEMBL1179282
CHEMBL4286916
CHEMBL2361801
CHEMBL4912401
CHEMBL2130856
CHEMBL1206097
CHEMBL2373481
CHEMBL3187502
CHEMBL5274923
CHEMBL2113225
CHEMBL4992043
CHEMBL1207248
CHEMBL1893995
CHEMBL3650300
CHEMBL2003520
CHEMBL3700892
CHEMBL4958930
CHEMBL4212879
CHEMBL1193882
CHEMBL2297008
CHEMBL527335
CHEMBL4947834
CHEMBL4948378
CHEMBL4967716
CHEMBL325136
CHEMBL65140
CHEMBL1195037
CHEMBL2136497
CHEMBL1864864
CHEMBL4551871
CHEMBL2047293
CHEMBL1703207
CHEMBL1407930
CHEMBL3431758
CHEMBL432719
CHEMBL589546
CHEMBL303092
CHEMBL4544741
CHEMBL292564
CHEMBL398020
CHEMBL1983698
CHEMBL3182020
CHEMBL2448434
CHEMBL3741231
CHEMBL2137065
CHEMBL2358320
CHEMBL4899372
CHEMBL4920719
CHEMBL1904909
CHEMBL206950
CHEMBL1397757
CHEMBL1188930
CHEMBL403681
CHEMBL1206102
CHEMBL31731
CHEMBL580590
CHEMBL3438136
CHEMBL3470930
CHEMBL3499173
CHEMBL3453754
CHEMBL1207264
CHEMBL392776
CHEMBL233153
CHEMBL2006055
CHEMBL548686
CHEMBL1895642
CHEMBL1448368
CHEMBL415789
CHEMBL258040
CHEMBL402157
CHEMBL60793
CHEMBL211033
CHEMBL377138
CHEMBL248291
CHEMBL254513
CHEMBL377905
CHEMBL211655
